timestamp,latency_ms,packet_loss,throughput_mbps
0,67.889,0.0,3.1856
1,67.2386,0.0,3.2546
2,67.3075,0.0,3.3428
3,66.6442,0.0,3.283
4,66.772,0.0,3.3922
5,66.6897,0.0,3.3633
6,66.9155,0.0,3.407
7,66.7019,0.0,3.512
8,67.1959,0.0,3.3123
9,67.5607,0.0,3.3908
10,67.8129,0.0,3.3951
11,68.0153,0.0,3.3423
12,67.7259,0.0,3.4859
13,68.2228,0.0,3.6072
14,68.0063,0.0,3.5272
15,67.3709,0.0,3.5642
16,68.0826,0.0,3.6297
17,67.9677,0.0,3.6387
18,67.6136,0.0,3.5127
19,67.4567,0.0,3.6084
20,67.8568,0.0,3.4857
21,67.2209,0.0,3.3861
22,67.4257,0.0,3.3772
23,67.1501,0.0,3.2751
24,67.3518,0.0,3.289
25,67.4052,0.0,3.2959
26,67.6386,0.0,3.3518
27,67.7657,0.0,3.3871
28,67.7323,0.0,3.1001
29,67.8086,0.0,3.2032
30,67.9107,0.0,3.0501
31,67.049,0.0,3.1336
32,66.6442,0.0,3.0487
33,68.3534,0.0,2.8781
34,67.0588,0.0,3.0663
35,67.1349,0.0,2.9137
36,67.5993,0.0,2.8924
37,67.5287,0.0,2.8258
38,67.4396,0.0,2.8389
39,67.3954,0.0,2.9091
40,67.827,0.0,2.8473
41,67.7531,0.0,2.8806
42,66.679,0.0,2.8793
43,66.8337,0.0,2.9564
44,67.7035,0.0,2.828
45,67.5278,0.0,2.7462
46,67.1198,0.0,2.9628
47,68.4757,0.0,2.868
48,67.8573,0.0,3.0045
49,67.399,0.0,2.9703
50,68.0461,0.0,2.9567
51,67.3068,0.0,3.0255
52,68.2173,0.0,3.1866
53,68.3546,0.0,3.2317
54,67.7574,0.0,3.1078
55,67.6408,0.0,3.1529
56,67.0152,0.0,3.2648
57,66.9405,0.0,3.1499
58,67.3699,0.0,3.2828
59,67.3144,0.0,3.2921
60,67.3516,0.0,3.3561
61,67.596,0.0,3.2995
62,67.5049,0.0,3.2721
63,67.3184,0.0,3.2641
64,67.0815,0.0,3.3684
65,67.7481,0.0,3.4458
66,67.3628,0.0,3.4802
67,67.9586,0.0,3.676
68,68.0151,0.0,3.623
69,67.5747,0.0,3.4669
70,67.2243,0.0,3.5768
71,67.3788,0.0,3.5172
72,66.3652,0.0,3.5235
73,66.2918,0.0,3.5533
74,66.2899,0.0,3.5761
75,66.7338,0.0,3.4834
76,67.2836,0.0,3.5758
77,67.5869,0.0,3.376
78,67.8604,0.0,3.4412
